Id,SalePrice
1461,187270.05942368123
1462,475357.1532049581
1463,365996.97090570256
1464,299329.2420985183
1465,78009.32022121827
1466,77997.26016810132
1467,29041.80608409973
1468,433088.07288746757
1469,300557.50587160443
1470,354036.2888980227
1471,10292.247147901224
1472,484954.92608099716
1473,416221.32040021085
1474,106169.55533913808
1475,90912.48360355031
1476,91702.25492671691
1477,152121.12147976886
1478,262378.2158161189
1479,215972.50932105788
1480,145614.57009902096
1481,305926.44736118976
1482,69746.93032602091
1483,146072.32426760907
1484,183180.92164684585
1485,228034.99210851797
1486,392587.9806965068
1487,99836.89107917987
1488,257117.2192068058
1489,296207.28443102125
1490,23225.20635999886
1491,303772.42595071916
1492,85262.06184364576
1493,32525.796492639758
1494,474442.7686266666
1495,482816.0165372797
1496,404198.6740582306
1497,152306.88458668534
1498,48836.057003191934
1499,342116.51325607847
1500,220076.24686980064
1501,61019.11742238941
1502,247588.4550556351
1503,17194.2605576092
1504,454660.20103939105
1505,129389.99080000845
1506,331261.142176991
1507,155855.53804470546
1508,260034.0105889054
1509,273355.13967163983
1510,92427.22776276352
1511,484792.31388227927
1512,387566.4116805573
1513,469749.4707820946
1514,447413.67521382443
1515,298949.98940554255
1516,460937.1175115584
1517,44246.25102595975
1518,97991.4312095726
1519,22613.644455269034
1520,162665.16538163216
1521,194338.644844741
1522,135674.51588694795
1523,414368.75457596465
1524,178376.66334679464
1525,140467.25484369037
1526,271348.0415791242
1527,70462.11248738132
1528,401098.49037701986
1529,37275.32183988541
1530,493443.4683002586
1531,386122.3846483287
1532,99357.8407670862
1533,2761.0585618011996
1534,407730.7142274171
1535,353428.6719238086
1536,364503.58402049367
1537,385635.1733429729
1538,37022.32586704518
1539,179232.8642721363
1540,57934.52976256486
1541,431551.7129377968
1542,311649.06341377896
1543,165449.0124263246
1544,31779.175143011817
1545,155491.1608578311
1546,162591.66101337352
1547,364803.08916903206
1548,318778.73567760654
1549,443606.3712881633
1550,236107.46258097465
1551,59797.12296915085
1552,356622.3936114975
1553,380392.5243084487
1554,280638.5987847481
1555,385483.58997728047
1556,246897.79818219537
1557,261366.41469099701
1558,213770.5091792748
1559,12709.563372047594
1560,53945.71349665223
1561,15714.592843367125
1562,318205.2056318902
1563,157177.99053816334
1564,254285.34558235138
1565,453783.2369630465
1566,124646.11457443747
1567,205191.46151781487
1568,377775.5692715243
1569,114399.08274581123
1570,38489.9549143965
1571,144875.726456884
1572,80610.64362700221
1573,464848.8261712865
1574,404060.1897822085
1575,316701.87825521175
1576,435730.29509385885
1577,401836.0384495572
1578,93285.02944301792
1579,446279.4992449889
1580,269671.12095782533
1581,403720.07758203126
1582,448045.6499617466
1583,159001.73748593192
1584,55025.96226383838
1585,113967.58127097084
1586,213553.89431312817
1587,409007.38296124653
1588,430365.29162817175
1589,3476.065265595352
1590,255373.65128878286
1591,208705.5015743895
1592,111053.90523536512
1593,59932.6836668414
1594,168807.58570181398
1595,471454.8519562596
1596,161601.46601037763
1597,259395.31087168306
1598,351509.4794475889
1599,181814.801189647
1600,485891.04136048036
1601,481223.6474710556
1602,125891.14791268208
1603,248624.25294619272
1604,150439.15490838484
1605,142420.2471887338
1606,18443.473677266396
1607,304782.1669899484
1608,251339.51161443075
1609,25739.375624994675
1610,139323.23211830572
1611,454132.94298332685
1612,119780.9453334862
1613,72447.43604561154
1614,244726.3801387815
1615,492825.2270553004
1616,121027.6357557502
1617,336067.7737029393
1618,380809.8076643588
1619,118818.77199619984
1620,364108.1743059298
1621,183891.56635962662
1622,316152.9152967897
1623,316764.85538044735
1624,267887.3420373792
1625,45144.88502720415
1626,417651.247794619
1627,160390.0324858679
1628,93259.25519992711
1629,20387.57077738196
1630,295446.4715941209
1631,338782.18092114123
1632,8293.914463928077
1633,256046.5291496405
1634,113247.88759896898
1635,322586.3952047249
1636,87183.21450249571
1637,345468.869051233
1638,193367.6731502687
1639,468364.99436836725
1640,68760.47207299662
1641,170533.17552512925
1642,56736.76062029453
1643,462346.8091392814
1644,438669.6766904905
1645,128970.8138575778
1646,329992.0230170895
1647,408611.1001006079
1648,277600.40579973115
1649,264825.28917800327
1650,120926.14545022584
1651,46551.38390294961
1652,448607.8789766634
1653,450209.02858166525
1654,316550.72863663395
1655,169514.89552435034
1656,174604.78730633046
1657,362977.8394351197
1658,448555.12997628853
1659,443543.21213255863
1660,389937.77292881196
1661,321015.82307714387
1662,42069.98249752442
1663,80814.35704730688
1664,449277.09426353965
1665,303214.52982979495
